CaptureSite,ForagingGround,CaptureMethod,Species,Sex,Status,CaptureSiteCategory,Type,year,week_of_year,year_woy
23,Creek,Jarife,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,10,201310
1,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2010,37,201037
1,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2011,30,201130
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,24,201424
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2011,14,201114
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,50,200850
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,42,201542
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,49,200849
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,26,200426
23,Creek,Jarife,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,47,201547
25,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2010,38,201038
1,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,42,201442
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,27,200327
7,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2004,20,200420
9,Ocean,Net,Species_5,Unknown,Admitted,CaptureSiteCategory_1,Type_1,2014,11,201411
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,43,200443
6,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,26,201526
19,Ocean,Net,Species_6,,Released,CaptureSiteCategory_2,Type_1,2011,47,201147
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,51,201851
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,44,201644
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2001,35,200135
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2002,36,200236
7,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2007,50,200750
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,9,201809
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,13,201813
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,44,201144
22,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,10,201810
25,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,49,201649
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,42,200542
27,Creek,Longline,Species_5,Unknown, right supra. has a chip.,CaptureSiteCategory_0,Type_0,2003,8,200308
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,40,200840
25,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,45,200745
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,5,201305
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,42,200942
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,28,200728
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,6,201406
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,19,201519
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,51,201851
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,16,201816
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,51,201551
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,23,201523
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,7,200507
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,36,201236
10,Ocean,Net,Species_5,Unknown, calcerous algae CS + supras,CaptureSiteCategory_2,Type_1,2004,11,200411
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,3,201603
19,Ocean,Collected Floater,Species_5,Unknown, many small b's at rear end of shell and marginals& also b's ingrowing in shell on 3 RLS and at joint of 1/2 LLS & RLS (causing uplift  of scute on 3 RLS)& all b's killed& very scarred shell& light algae covering& litt,CaptureSiteCategory_2,Type_1,2003,19,200319
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,28,201528
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,43,201343
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,13,201813
9,Ocean,Longline,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,14,201714
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,24,201124
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,51,201551
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,42,201342
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,10,201410
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,42,201842
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,42,201442
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,24,201724
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,45,201445
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,42,200742
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,19,201419
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,2,200902
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,38,201238
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,44,201444
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,50,201550
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,33,201833
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,36,201236
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,52,201752
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,46,201046
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,20,201320
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,18,201418
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,32,201532
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,31,201031
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2003,51,200351
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,22,201722
25,Creek,Net,Species_5,Female,,CaptureSiteCategory_0,Type_0,2010,46,201046
9,Ocean,Net,Species_5,,Released,CaptureSiteCategory_1,Type_1,2011,45,201145
14,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,12,201612
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,49,201449
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,38,201338
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,26,201126
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,50,201450
5,Creek,Net,Species_6,,,CaptureSiteCategory_4,Type_0,2010,21,201021
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,46,200246
23,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,41,200641
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,31,201331
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,39,201639
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,7,201207
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,37,201737
14,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,51,201751
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,25,201725
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,4,201404
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,47,201447
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,14,201714
23,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,26,200326
22,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2005,16,200516
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,7,201507
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,41,201741
2,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2009,50,200950
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2004,24,200424
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,34,201734
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,12,201312
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2005,26,200526
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,41,201241
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,22,201822
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,48,200948
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,41,201641
7,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2005,41,200541
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,18,201518
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,48,201648
8,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,16,201516
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,48,201448
12,Ocean,stranded,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2001,41,200141
23,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,32,201832
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,48,201448
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,19,201319
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,13,201413
11,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2011,21,201121
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,39,201339
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,45,200845
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,4,201004
23,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,3,200303
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,41,201841
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,32,200732
7,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,52,201852
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,7,201707
14,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,50,201550
9,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,6,201306
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,53,201553
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2001,14,200114
2,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,18,201518
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,49,201449
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,17,200617
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,4,200704
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2003,24,200324
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,50,201350
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,29,201729
12,Ocean,Net,Species_5,Unknown, flakings 4+5CS,CaptureSiteCategory_2,Type_1,2003,40,200340
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,35,201035
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,7,201607
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,33,200433
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,50,201850
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,44,201244
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,18,201218
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,13,201413
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,29,201329
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,5,201305
14,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,50,201650
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,26,201526
25,Creek,Net,Species_5,Unknown, missing LFF,CaptureSiteCategory_0,Type_0,2017,14,201714
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,16,201816
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,13,200513
23,Creek,Longline,Species_5,Unknown, the R supra edge is broken&light grenish algae smear on  2&3LLS.& a flaking on 6RMS. tag replaced almost falling off,CaptureSiteCategory_0,Type_0,2003,27,200327
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,19,200519
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2003,11,200311
4,Ocean,Net,Species_6,Unknown, some chipping in MS on both sides,CaptureSiteCategory_2,Type_1,2017,17,201717
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,23,201423
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,7,201007
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,4,200804
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,33,201733
16,Creek,Uzio,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2003,38,200338
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,48,201848
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,45,201745
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,39,201539
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2011,12,201112
11,Creek,Net,Species_6,,,CaptureSiteCategory_0,Type_0,2009,23,200923
9,Ocean,Net,Species_6,,Released,CaptureSiteCategory_1,Type_1,2011,52,201152
11,Creek,Net,Species_6,Unknown,,CaptureSiteCategory_0,Type_0,2000,47,200047
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,38,201038
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,8,200908
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,9,201409
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,11,201811
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,17,201017
8,Ocean,Longline,Species_6,,,CaptureSiteCategory_1,Type_1,2010,47,201047
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,38,201838
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,17,200617
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,16,201216
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,46,201646
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,22,201322
2,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,46,201346
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,39,201639
16,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,3,201303
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,50,201350
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,12,201712
25,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,40,201540
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,7,200907
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,45,201445
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,42,201342
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,32,201832
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,17,201217
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,31,200831
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,15,200515
1,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2010,38,201038
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2007,50,200750
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,2,201302
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,28,201228
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,42,201342
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,35,201835
2,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,24,201224
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,50,201050
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,37,201737
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,44,201344
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,48,201748
12,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2010,40,201040
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,51,201451
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,9,201709
7,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,47,201547
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,4,200904
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,45,201745
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,38,200438
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,8,201608
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,35,201835
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,49,200949
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,24,201524
23,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,18,200718
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,7,201007
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,44,201544
16,Creek,Longline,Species_5,,Released,CaptureSiteCategory_4,Type_0,2012,3,201203
3,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,44,201844
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,38,201438
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2011,23,201123
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,35,201435
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,39,201639
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,33,201333
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,48,200548
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,34,201834
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,42,201542
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,52,200752
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,6,201406
13,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2010,42,201042
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,30,201730
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,49,201649
23,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,17,200717
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,38,201338
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,51,200851
17,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2014,42,201442
24,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,22,201622
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,50,201050
14,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,26,201326
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2005,24,200524
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2011,10,201110
2,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,12,201512
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,25,201125
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,16,201816
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,4,201304
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2010,35,201035
28,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2001,49,200149
2,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2010,6,201006
27,Creek,Net,Species_5,Unknown, sm bs on shell,CaptureSiteCategory_0,Type_0,2003,32,200332
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,50,201450
7,Creek,Longline,Species_5,,,CaptureSiteCategory_4,Type_0,2009,25,200925
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,25,201725
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,49,201149
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,28,201728
9,Ocean,Jarife,Species_5,Male,Released,CaptureSiteCategory_1,Type_1,2013,16,201316
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,18,200918
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,9,201009
